Heart_Rates
75.439453125
78.369140625
76.904296875
79.1015625
80.56640625
79.1015625
78.369140625
76.904296875
78.369140625
76.904296875
82.03125
81.298828125
80.56640625
101.07421875
79.1015625
77.63671875
79.1015625
79.833984375
78.369140625
79.1015625
77.63671875
79.833984375
76.904296875
78.369140625
78.369140625
79.1015625
82.763671875
82.03125
79.833984375
77.63671875
77.63671875
76.904296875
80.56640625
101.07421875
80.56640625
82.03125
61.5234375
67.3828125
73.2421875
66.650390625
63.720703125
78.369140625
65.185546875
74.70703125
73.974609375
72.509765625
78.369140625
75.439453125
74.70703125
68.115234375
73.2421875
88.623046875
116.455078125
82.03125
79.833984375
116.455078125
128.173828125
75.439453125
76.171875
75.439453125
78.369140625
79.1015625
82.03125
80.56640625
79.1015625
81.298828125
